coordinates_num       non_parallel_time      parallel_time
0	1e-07	0.00452434
100000	0.000810378	0.00283777
200000	0.00144165	0.000659987
300000	0.00211036	0.00151699
400000	0.0027833	0.00100665
500000	0.00355367	0.00105595
600000	0.00430652	0.00152864
700000	0.00503739	0.00900366
800000	0.00578439	0.00164337
900000	0.00633938	0.00159188
1000000	0.00718705	0.00166308
1100000	0.00807005	0.00189929
1200000	0.00924775	0.00249636
1300000	0.00939806	0.00241941
1400000	0.0103812	0.00238785
1500000	0.0105602	0.00245186
1600000	0.0112569	0.00265747
1700000	0.0121821	0.00323297
1800000	0.0125927	0.0028062
1900000	0.0133872	0.00295576
2000000	0.0140705	0.00312672
2100000	0.0148396	0.0031722
2200000	0.0158724	0.0032862
2300000	0.0163219	0.00326118
2400000	0.0169306	0.00337221
2500000	0.0178597	0.00371993
2600000	0.0185247	0.00395086
2700000	0.0190512	0.00393409
2800000	0.0197246	0.00442502
2900000	0.0204849	0.00444471
3000000	0.0219625	0.00456862
3100000	0.022895	0.00736236
3200000	0.0229887	0.00486359
3300000	0.0249745	0.00479824
3400000	0.0258952	0.00555426
3500000	0.0256473	0.00489633
3600000	0.0265762	0.00540798
3700000	0.0265891	0.00553036
3800000	0.0267267	0.00558941
3900000	0.0276683	0.00552995
4000000	0.0286921	0.00584214
4100000	0.0293279	0.00563616
4200000	0.0302818	0.00586955
4300000	0.0313115	0.00702686
4400000	0.0326069	0.00681125
4500000	0.0339237	0.0105525
4600000	0.0347444	0.00644238
4700000	0.0339775	0.00669653
4800000	0.0359213	0.00657836
4900000	0.0361631	0.0066402
5000000	0.0372742	0.00720972
5100000	0.0361591	0.00717219
5200000	0.0370169	0.00711298
5300000	0.037396	0.00719237
5400000	0.0382316	0.00748612
5500000	0.0389281	0.0074138
5600000	0.0398317	0.00783898
5700000	0.0403343	0.00769451
5800000	0.0411797	0.00792358
5900000	0.0417137	0.0078857
6000000	0.0423789	0.00774908
6100000	0.0437443	0.00819028
6200000	0.0440715	0.00882856
6300000	0.0448062	0.00847359
6400000	0.0452846	0.00858709
6500000	0.0458557	0.00912681
6600000	0.0466687	0.00898104
6700000	0.0475171	0.00885743
6800000	0.0486743	0.00913813
6900000	0.0494521	0.0090549
7000000	0.0496639	0.00909124
7100000	0.0506147	0.00929244
7200000	0.0507746	0.0093828
7300000	0.0518259	0.00969716
7400000	0.0523944	0.00980834
7500000	0.0530323	0.00975187
7600000	0.0539308	0.00980733
7700000	0.0546134	0.00983364
7800000	0.0550902	0.00996513
7900000	0.0557037	0.0103235
8000000	0.0572823	0.0105425
8100000	0.0572469	0.0106549
8200000	0.057933	0.0106641
8300000	0.059197	0.0105961
8400000	0.0595506	0.0108519
8500000	0.0606771	0.0109064
8600000	0.0608265	0.0111008
8700000	0.0616424	0.0112144
8800000	0.0657854	0.0161509
8900000	0.0632294	0.0147183
9000000	0.0646493	0.0115032
9100000	0.0642746	0.0118654
9200000	0.0657119	0.0120589
9300000	0.0660378	0.0123253
9400000	0.0665336	0.0120691
9500000	0.0674337	0.0120095
9600000	0.0682784	0.012048
9700000	0.0696629	0.0128293
9800000	0.0693616	0.0124753
9900000	0.0700148	0.0125307
10000000	0.070969	0.0132959
